SKU*,Description
U-YC-100BH,"<div>test<img alt=""Picture"" src=""https://www.cyclingdeal.com.au/assets/images/bikehand.jpg"" style=""border: 0px; margin: 0px; color: rgb(51, 51, 51); font-family: Arial, Helvetica, sans-serif; width: 410px; height: 59px;"" /><br style=""color: rgb(51, 51, 51); font-family: Arial, Helvetica, sans-serif;"" /> <br style=""color: rgb(51, 51, 51); font-family: Arial, Helvetica, sans-serif;"" /> <span style=""font-family: Arial, Helvetica, sans-serif; color: rgb(105, 105, 105);""><span style=""font-size: 10px;"">Repair for the better ride ! BIKE HAND was established in 1988. We has been manufacturing bicycle specific tools around world and hold many patents of innovation. Our dedication to development and innovation has made BIKE HAND the home of professional bicycle tools manufacturer.</span></span></div>  <ul> 	<li><font face=""Arial Unicode MS""><b>Body:</b> Full Alloy Aluminum</font></li> 	<li><font face=""Arial Unicode MS""><b>Height:</b> Quick Release Adjustable (1m-1.5m or 39""-59"" Fully extended)</font></li> 	<li><font face=""Arial Unicode MS""><b>Head Rotated</b>:360 Degree</font></li> 	<li><font face=""Arial Unicode MS""><b>Tool Plate</b>: Foldable Tool Plate Included</font></li> 	<li><font face=""Arial Unicode MS""><b>Colour:</b>Silver</font></li> 	<li><font face=""Arial Unicode MS""><b>Limited weight of bike:</b>25kg (55.1 lbs)</font></li> 	<li><font face=""Arial Unicode MS""><b>Weight:</b>4.88kg/set (10.75 lbs)</font></li> 	<li><font face=""Arial Unicode MS""><b>Place of Made:</b> Taiwan</font></li> 	<li><font face=""Arial Unicode MS""><b>Warranty:</b> 1 Year</font></li> </ul>  <p>&nbsp;</p>  <p><iframe allow=""autoplay; encrypted-media"" allowfullscreen="""" frameborder=""0"" height=""350"" src=""https://www.youtube.com/embed/YM05_RvOxTE"" width=""550""></iframe></p> "
